data,produto,preço,is_promoção
2026-04-29,Sabonete 90g (Premium - 50),44.92,False
2026-04-29,Banana Prata kg (Premium - 51),18.43,False
2026-04-29,Maçã Gala kg (Econômica - 52),8.09,True
2026-04-29,Cebola kg (Econômica - 53),26.37,False
2026-04-29,Alho 200g (Marca A - 54),39.18,False
2026-04-29,Batata Inglesa kg (Premium - 55),28.83,True
2026-04-29,Tomate Italiano kg (Marca B - 56),37.42,True
2026-04-29,Biscoito Recheado 130g (Marca A - 57),17.65,False
2026-04-29,Suco de Uva 1L (Premium - 58),21.68,False
2026-04-29,Cerveja Lata 350ml (Marca B - 59),5.42,False
2026-04-29,Arroz Agulhinha 5kg (Premium - 60),21.41,False
2026-04-29,Feijão Carioca 1kg (Marca A - 61),14.47,True
2026-04-29,Açúcar Refinado 1kg (Premium - 62),19.47,True
2026-04-29,Café Torrado 500g (Marca B - 63),36.81,False
2026-04-29,Óleo de Soja 900ml (Marca B - 64),46.99,False
2026-04-29,Leite Integral 1L (Econômica - 65),41.57,False
2026-04-29,Macarrão Espaguete 500g (Premium - 66),5.25,False
2026-04-29,Molho de Tomate 340g (Econômica - 67),17.79,False
2026-04-29,Sal Refinado 1kg (Econômica - 68),25.68,False
2026-04-29,Farinha de Trigo 1kg (Econômica - 69),39.28,True
2026-04-29,Manteiga com Sal 200g (Premium - 70),22.2,False
2026-04-29,Ovos Brancos 12un (Marca A - 71),5.76,False
2026-04-29,Pão de Forma 500g (Marca A - 72),25.97,True
2026-04-29,Frango Inteiro kg (Marca B - 73),23.65,False
2026-04-29,Carne Moída Patinho kg (Marca B - 74),36.61,True
2026-04-29,Detergente Líquido 500ml (Premium - 75),11.89,True
2026-04-29,Sabão em Pó 1kg (Marca B - 76),18.38,True
2026-04-29,Papel Higiênico 12un (Econômica - 77),5.33,False
2026-04-29,Creme Dental 90g (Marca A - 78),28.84,False
2026-04-29,Shampoo 400ml (Marca B - 79),33.99,True
2026-04-29,Sabonete 90g (Marca A - 80),40.56,True
2026-04-29,Banana Prata kg (Marca A - 81),8.2,True
2026-04-29,Maçã Gala kg (Marca B - 82),18.79,True
2026-04-29,Cebola kg (Premium - 83),22.22,True
2026-04-29,Alho 200g (Marca B - 84),15.71,False
2026-04-29,Batata Inglesa kg (Econômica - 85),34.22,True
2026-04-29,Tomate Italiano kg (Marca A - 86),28.43,True
2026-04-29,Biscoito Recheado 130g (Marca A - 87),37.24,True
2026-04-29,Suco de Uva 1L (Premium - 88),15.0,True
2026-04-29,Cerveja Lata 350ml (Econômica - 89),23.57,True
2026-04-29,Arroz Agulhinha 5kg (Marca B - 90),15.92,False
2026-04-29,Feijão Carioca 1kg (Marca A - 91),26.17,False
2026-04-29,Açúcar Refinado 1kg (Econômica - 92),18.35,True
2026-04-29,Café Torrado 500g (Marca A - 93),45.9,False
2026-04-29,Óleo de Soja 900ml (Premium - 94),41.19,True
2026-04-29,Leite Integral 1L (Marca B - 95),19.82,False
2026-04-29,Macarrão Espaguete 500g (Marca B - 96),32.56,False
2026-04-29,Molho de Tomate 340g (Premium - 97),32.52,True
2026-04-29,Sal Refinado 1kg (Marca A - 98),12.08,True
2026-04-29,Farinha de Trigo 1kg (Premium - 99),18.41,False
