id	data	horario	barcode	produto	preço	is_promocao
7gjtan89	2026-05-21	12:29:58		Azeite Andorinha 250ml	18,90	TRUE
7gjtan8a	2026-05-21	12:29:58		Tomate Pelado Preferita 400g	5,98	TRUE
7gjtan8b	2026-05-21	12:29:58		Milho Verde Minas Mais 170g	2,68	TRUE
7gjtan8c	2026-05-21	12:29:58		Farofa Yoki 400g	5,98	TRUE
7gjtan8d	2026-05-21	12:29:58		Milho p/ Pipoca Yoki 400g	3,48	TRUE
7gjtan8e	2026-05-21	12:29:58		Pipoca Microondas Yoki	2,78	TRUE
7gjtan8f	2026-05-21	12:29:58		Rosquinhas Dannutry 500g	4,98	TRUE
7gjtan8g	2026-05-21	12:29:58		Biscoito Aymoré	2,48	TRUE
7gjtan8h	2026-05-21	12:29:58		Achocolatado Nescau 900g	19,98	TRUE
7gjtan8i	2026-05-21	12:29:58		Mistura p/ Bolo Vilma 400g	3,98	TRUE
7gjtan8j	2026-05-21	12:29:58		Creme de Leite Damare 200g	2,48	TRUE
7gjtan8k	2026-05-21	12:29:58		Leite Condensado Itambé 395g	5,89	TRUE
7gjtan8l	2026-05-21	12:29:58		Bombom Nestlé 220g	13,98	TRUE
7gjtan8m	2026-05-21	12:29:58		Paçoquita Santa Helena 350g	15,98	TRUE
7gjtan8n	2026-05-21	12:29:58		Marshmallow Fofs 220g	6,98	TRUE
7gjtan8o	2026-05-21	12:29:58		Bala de Gelatina Haribo	5,98	TRUE
7gjtan8p	2026-05-21	12:29:58		Salgadinho Tortilla Gulão 300g	10,98	TRUE
7gjtan8q	2026-05-21	12:29:58		Batata Chips Ruffles 115g	10,98	TRUE
7gjtan8r	2026-05-21	12:29:58		Bebida Láctea Whey Itambé 250ml	5,78	TRUE
7gjtan8s	2026-05-21	12:29:58		Concentrado de Caju Dafruta 1L	4,48	TRUE
7gjtan8t	2026-05-21	12:29:58		Kit Coca-Cola + Fanta Guaraná 2L	15,48	TRUE
7gjtan8u	2026-05-21	12:29:58		Néctar Maguary 200ml	1,28	TRUE
7gjtan8v	2026-05-21	12:29:58		Bebida Ice Crystal 275ml	4,98	TRUE
7gjtan8w	2026-05-21	12:29:58		Creme Dental Colgate 120g	6,98	TRUE
7gjtan8x	2026-05-21	12:29:58		Sabonete Francis 80g	1,98	TRUE
7gjtan8y	2026-05-21	12:29:58		Desodorante Nivea 200ml	14,98	TRUE
7gjtan8z	2026-05-21	12:29:58		Absorvente Always c/32	13,98	TRUE
7gjtan90	2026-05-21	12:29:58		Fralda Personal Giga	69,90	TRUE
7gjtan91	2026-05-21	12:29:58		Papel Higiênico Personal Vip	17,98	TRUE
7gjtan92	2026-05-21	12:29:58		Toalha de Papel Scala	5,98	TRUE
7gjtan93	2026-05-21	12:29:58		Percarbonato de Sódio Tuff 1kg	27,98	TRUE
7gjtan94	2026-05-21	12:29:58		Tira Manchas Vanish 400g	18,98	TRUE
7gjtan95	2026-05-21	12:29:58		Limpador Ypê 2L	9,98	TRUE
7gjtan96	2026-05-21	12:29:58		Jarra de Vidro Simplifica 1,8L	29,90	TRUE
7gjtan97	2026-05-21	12:29:58		Tigela de Vidro Nadir 1L	16,90	TRUE
