id	data	horario	barcode	produto	preço	is_promocao
02a61a98	2026-05-21	08:34:11		Suco Dafruta Concentrado Maracujá 1l	17,98	FALSE
c64eba5f	2026-05-21	08:34:11		Suco Campo Largo Maçã 200ml	4,59	FALSE
3f0a1b56	2026-05-21	08:34:11		Suco Dafruta Concentrado Maracujá 500ml	9,98	FALSE
75737e91	2026-05-21	08:34:11		Suco Dafruta Concentrado Goiaba 1l	11,98	FALSE
177da48f	2026-05-21	08:34:11		Suco Campo Largo Laranja 200ml	4,59	FALSE
5d262b7f	2026-05-21	08:34:11		Suco Nat.One 900ml Pink Limonade	19,99	FALSE
bff3be6f	2026-05-21	08:34:11		Suco Natural One Ambiente Integral Laranja 900ml	12,98	FALSE
1ec6d108	2026-05-21	08:34:11		Suco Nat.One 900ml Limonada	16,99	FALSE
1fde4f94	2026-05-21	08:34:11		Suco Dafruta Concentrado Goiaba 500ml	6,99	FALSE
0d60b437	2026-05-21	08:34:11		Suco Natural One Ambiente Integral Maça 900ml	11,98	FALSE
6311b5bc	2026-05-21	08:34:11		Suco Tial Kids 100% Morango 200ml	3,18	FALSE
4ebba60a	2026-05-21	08:34:11		Suco Aurora Uva Integral Branco Vidro 1,5l	24,99	FALSE
0072d087	2026-05-21	08:34:11		Suco Dafruta Concentrado Uva 1l	11,98	FALSE
b67c9211	2026-05-21	08:34:11		Suco Natural One Ambiente Integral Pêssego 900ml	13,97	FALSE
411d850e	2026-05-21	08:34:11		Suco Casa Madeira Tinto Uva 1l	29,90	FALSE
658b5735	2026-05-21	08:34:11		Suco Maguary Manga 500ml	8,98	FALSE
44aa76de	2026-05-21	08:34:11		Suco Maguary Goiaba 500ml	8,98	FALSE
8b6ef26e	2026-05-21	08:34:11		Suco Maguary Uva 500ml	8,98	FALSE
57746fe5	2026-05-21	08:34:11		Suco Dafruta Concentrado Manga 500ml	6,98	FALSE
7ee41a47	2026-05-21	08:34:11		Suco Campo Largo Uva 1,5l	27,98	FALSE
10c95177	2026-05-21	08:34:11		Suco Casa Bento Uva Integral 1l	16,98	FALSE
65d1ea78	2026-05-21	08:34:11		Suco Aurora Uva Integral Organico 1l	24,98	FALSE
0ac462b8	2026-05-21	08:34:11		Suco Dafruta Concentrado Uva 500ml	7,98	FALSE
67980cf0	2026-05-21	08:34:11		Suco Bonbon Lt.238ml Uva Verde	25,98	FALSE
afa71246	2026-05-21	08:34:11		Suco Casa Madeira Branco Moscato 750ml	42,90	FALSE
9a8994b5	2026-05-21	08:34:11		Suco D.Valle Nutri Nec.200ml Pessego	2,69	FALSE
897e9d3f	2026-05-21	08:34:11		Suco Tial Pêssego e Pêra 1l	6,48	FALSE
7a2b50f7	2026-05-21	08:34:11		Suco Tial Maracujá 1l	6,48	FALSE
13eff6d8	2026-05-21	08:34:11		Suco Tampico Frutas Cítricas 1l	9,98	FALSE
f17f3255	2026-05-21	08:34:11		Suco Tampico Frutas Cítricas 2l	13,98	FALSE
dd350f6f	2026-05-21	08:34:11		Suco Tial Kids Maracujá 200ml	1,98	FALSE
0bfa84d5	2026-05-21	08:34:11		Suco Uva Sem Açucar 280ml Leverger	9,98	FALSE
24a7ced6	2026-05-21	08:34:11		Suco Campo Largo Integral Pêssego 1,350l	16,90	FALSE
0f7443fb	2026-05-21	08:34:11		Suco Natural One Ambiente Integral Caju 900ml	11,98	FALSE
9a6670ec	2026-05-21	08:34:11		Suco Oq Integral 1l Maca	18,90	FALSE
0733e423	2026-05-21	08:34:11		Suco Spres Cajú 900ml	10,90	FALSE
5cc506a6	2026-05-21	08:34:11		Suco Aliança Gaseificado Lata 269ml Uva Tinto	9,98	FALSE
fd37bcf5	2026-05-21	08:34:11		Suco Natural One Ambiente Maracuja/Maca 900ml	16,98	FALSE
1bf829be	2026-05-21	08:34:11		Suco Oq Integral 300ml Uva	7,98	FALSE
e47d68d9	2026-05-21	08:34:11		Suco Oq 300ml 100 P/Cento Maca	4,97	FALSE
9a274d55	2026-05-21	08:34:11		Suco Oq Mais Pet 1,35l 100 P/Cento Laranja/Maca	18,90	FALSE
9ba4873b	2026-05-21	08:34:11		Suco Garibalde 1l Uva Tinto Integral	14,98	FALSE
26ecfc82	2026-05-21	08:34:11		Suco Tial 100% Pêra 1l	11,98	FALSE
813f61ed	2026-05-21	08:34:11		Suco Tial 100% Abacaxi e Pêra 1l	11,98	FALSE
c679ab8b	2026-05-21	08:34:11		Suco Tial 100% Pêra e Caju 1l	11,98	FALSE
8d4dfb25	2026-05-21	08:34:11		Suco Tial 100% Pêra e Maracujá 1l	11,98	FALSE
13f8e40a	2026-05-21	08:34:11		Suco Tial Misto de Morango 1l	6,48	FALSE
9665c050	2026-05-21	08:34:11		Suco Natural One Ambiente Laranja/Maça 300ml	6,98	FALSE
a50c2a50	2026-05-21	08:34:11		Suco Natural One Ambiente Uva/Maça 300ml	6,98	FALSE
1490d2c0	2026-05-21	08:34:11		Suco Tial Nectar 250ml Laranja/Pera	2,99	FALSE
418cee81	2026-05-21	08:34:11		Suco Tial 100% 250ml Laranja/Maca	4,98	FALSE
1b16f5d0	2026-05-21	08:34:11		Suco Garibalda Integral 1,5l Uva Branco	21,98	FALSE
69f352bd	2026-05-21	08:34:11		Colher Suco Catuai Inox R.3410	8,99	FALSE
9fdd540c	2026-05-21	08:34:11		Refresco Tang Laranja 18g	1,39	FALSE
459ce18f	2026-05-21	08:34:11		Refresco Tang Limão 18g	1,39	FALSE
c1a6fadb	2026-05-21	08:34:11		Refresco Tang Abacaxi 18g	1,39	FALSE
98d9d2fb	2026-05-21	08:34:11		Refresco Tang Uva 18g	1,39	FALSE
8fa93830	2026-05-21	08:34:11		Refresco Tang Morango18g	1,39	FALSE
4e04c5ee	2026-05-21	08:34:11		Refresco Tang Maracujá 18g	1,39	FALSE
adc52dcb	2026-05-21	08:34:11		Refresco Tang Laranja/Mamao 18g	1,39	FALSE
ad6a3bf4	2026-05-21	08:34:11		Refresco Tang Manga 18g	1,39	FALSE
ef185d02	2026-05-21	08:34:11		Refresco Tang Tangerina 18g	1,39	FALSE
19d67ed3	2026-05-21	08:34:11		Refresco Fresh Uva 15g	1,38	FALSE
60898425	2026-05-21	08:34:11		Refresco Fresh Maracuja 15g	1,38	FALSE
ac82026f	2026-05-21	08:34:11		Refresco Fresh Morango 15g	1,38	FALSE
71fd2663	2026-05-21	08:34:11		Refresco Fresh Laranja 15g	1,38	FALSE
fba22df5	2026-05-21	08:34:11		Refresco Fresh Guarana 15g	1,38	FALSE
5bc776ca	2026-05-21	08:34:11		Refresco Fresh Abacaxi 15g	1,38	FALSE
fbbfdeb1	2026-05-21	08:34:11		Refresco Fresh Manga 15g	1,38	FALSE
1cc1d435	2026-05-21	08:34:11		Refresco Fresh Limao 15g	1,38	FALSE
0dce9b93	2026-05-21	08:34:11		Refresco Tang Goiaba 18g	1,39	FALSE
f472aad7	2026-05-21	08:34:11		Refresco Tang Uva Intensa 18g	1,39	FALSE
04898e31	2026-05-21	08:34:11		Refresco Tornado Uva 15g	0,89	FALSE
04635715	2026-05-21	08:34:11		Refresco Tornado Limão 15g	0,89	FALSE
a23cbe79	2026-05-21	08:34:11		Refresco Tornado Morango 15g	0,89	FALSE
224311d3	2026-05-21	08:34:11		Refresco Vilma Uva 240g	2,98	FALSE
1ca6b34c	2026-05-21	08:34:11		Refresco Tang Guarana 18g	1,39	FALSE
06ebac5c	2026-05-21	08:34:11		Refresco Tornado Abacaxi 15g	0,89	FALSE
bb228c23	2026-05-21	08:34:11		Refresco Vilma Goiaba 240g	2,98	FALSE
1e31e9e6	2026-05-21	08:34:11		Refresco Vilma Limão 240g	2,98	FALSE
e1d337c3	2026-05-21	08:34:11		Refresco Vilma Manga 240g	2,98	FALSE
67b1ee4f	2026-05-21	08:34:11		Refresco Vilma Pêssego 240g	2,98	FALSE
1deb6ff7	2026-05-21	08:34:11		Refresco Vilma Abacaxi 240g	2,98	FALSE
f1ced449	2026-05-21	08:34:11		Refresco Vilma Morango Silvestre 240g	2,98	FALSE
a29db72c	2026-05-21	08:34:11		Refresco Tornado Laranja 15g	0,89	FALSE
72bfa464	2026-05-21	08:34:11		Refresco Vilma Tangerina 240g	2,98	FALSE
a6ace23b	2026-05-21	08:34:11		Refresco Vilma Cajú 240g	2,98	FALSE
1550f128	2026-05-21	08:34:11		Refresco Vilma Maracujá 240g	2,98	FALSE
81685c3a	2026-05-21	08:34:11		Refresco Vilma Goiaba 10g	0,99	FALSE
516c2bd6	2026-05-21	08:34:11		Refresco Vilma Laranja e Mamão 240g	2,98	FALSE
3632813b	2026-05-21	08:34:23		Refrigerante Coca Cola 2l	11,98	FALSE
f9c070a7	2026-05-21	08:34:23		Refrigerante Coca Cola + Fanta Laranja Pet 2l	16,97	FALSE
56aa8fa8	2026-05-21	08:34:23		Refrigerante Coca Cola Pet 2l Zero Acucar	10,98	FALSE
d33e7ebb	2026-05-21	08:34:23		Refrigerante Coca Cola 3l	14,98	FALSE
f8e27529	2026-05-21	08:34:23		Refrigerante Coca Cola Sem Açucar 200ml	1,99	FALSE
c0fceaf6	2026-05-21	08:34:23		Refrigerante Coca Cola 350ml	3,98	FALSE
df9753b9	2026-05-21	08:34:23		Refrigerante Coca Cola 2,5l	12,98	FALSE
28e6e1a5	2026-05-21	08:34:23		Refrigerante Coca Cola 600ml	5,68	FALSE
e442b196	2026-05-21	08:34:23		Refrigerante Coca Cola 1l	6,98	FALSE
1613f44f	2026-05-21	08:34:23		Refrigerante Coca Cola Zero 600ml	5,25	FALSE
d6d570f5	2026-05-21	08:34:23		Refrigerante Coca Cola 1,5l	9,28	FALSE
988a0508	2026-05-21	08:34:23		Refrigerante Coca Cola + Fanta Guaraná Pet 2l	15,48	FALSE
f795ba6e	2026-05-21	08:34:23		Refrigerante Coca Cola Zero 350ml	3,98	FALSE
3ef3fc45	2026-05-21	08:34:23		Refrigerante Coca Cola 220ml	2,95	FALSE
05451449	2026-05-21	08:34:23		Refrigerante Coca Cola Zero 220ml	2,95	FALSE
ee78eb6c	2026-05-21	08:34:23		Refrigerante Coca Cola Café 220ml	2,95	FALSE
c4e359d2	2026-05-21	08:34:23		Refrigerante Coca Cola Zera Açúcar Pet 1,5l	8,98	FALSE
31e3befd	2026-05-21	08:34:23		Refrigerante Coca Cola Zero Acucar 1l	6,98	FALSE
27a07b0d	2026-05-21	08:34:23		Refrigerante Coca Cola Retornável 2l	12,98	FALSE
9df71b99	2026-05-21	08:34:23		Refrigerante Coca Cola Retornavel C/C 1l	5,98	FALSE
adeaea28	2026-05-21	08:34:23		Refrigerante Coca Cola + Sem Acucar Pet 2l	18,98	FALSE
f1788672	2026-05-21	08:34:23		Refrigerante Coca Cola Retornável 2l Sem Açucar	12,98	FALSE
5d6e8d9c	2026-05-21	08:34:42		Refrigerante Coca Cola 2l	11,98	FALSE
b0639d17	2026-05-21	08:34:42		Refrigerante Antarctica Guaraná 200ml	1,58	FALSE
bd304a67	2026-05-21	08:34:42		Refrigerante Pepsi 200ml	1,58	FALSE
95fc9b12	2026-05-21	08:34:42		Refrigerante Antarctica 3l	11,98	FALSE
f143bf19	2026-05-21	08:34:42		Refrigerante Antarctica Pet 1l Guaraná Peck C/2	7,99	FALSE
b94f4fb6	2026-05-21	08:34:42		Refrigerante Sukita Laranja 2l	5,99	FALSE
4ef1ee98	2026-05-21	08:34:42		Refrigerante Guaraná Antarctica 2l	8,38	FALSE
e0bddbe6	2026-05-21	08:34:42		Refrigerante Pepsi 3l	9,98	FALSE
e3ce963a	2026-05-21	08:34:42		Refrigerante Coca Cola + Fanta Laranja Pet 2l	16,97	FALSE
dff6433c	2026-05-21	08:34:42		Refrigerante Pepsi Pet 2l	9,19	FALSE
1a0b44da	2026-05-21	08:34:42		Refrigerante Sukita 200ml Uva	1,58	FALSE
1658b0d5	2026-05-21	08:34:42		Refrigerante Coca Cola Pet 2l Zero Acucar	10,98	FALSE
36933046	2026-05-21	08:34:42		Refrigerante Sukita Laranja 200ml	1,58	FALSE
6f69faaa	2026-05-21	08:34:42		Refrigerante Sukita Pet 2l Uva	5,99	FALSE
d5166d78	2026-05-21	08:34:42		Refrigerante Antarctica 350ml	3,38	FALSE
e12be5fd	2026-05-21	08:34:42		Refrigerante Pepsi Lata 350ml	3,38	FALSE
5bca30cf	2026-05-21	08:34:42		Refrigerante Coca Cola 3l	14,98	FALSE
3f2601a7	2026-05-21	08:34:42		Refrigerante Antarctica Guarana Zero 200ml	1,58	FALSE
7e7ce5a5	2026-05-21	08:34:42		Refrigerante Antartica Soda Limonada 200ml	1,58	FALSE
36ea756b	2026-05-21	08:34:42		Refrigerante Guarapan 2l	6,98	FALSE
6b921358	2026-05-21	08:34:42		Refrigerante Pepsi Twist 200ml	1,58	FALSE
57b5d266	2026-05-21	08:34:42		Refrigerante Pepsi Black Zero Açúcar 200ml	1,58	FALSE
72fa6e1f	2026-05-21	08:34:42		Refrigerante Coca Cola 200ml	1,95	FALSE
2eccd4c7	2026-05-21	08:34:42		Refrigerante Coca Cola Sem Açucar 200ml	1,99	FALSE
bbfc8f1c	2026-05-21	08:34:42		Refrigerante Pepsi Pet 2,5l	8,98	FALSE
7db3282f	2026-05-21	08:34:42		Refrigerante Antarctica 2l Guaraná Diet	8,38	FALSE
acc197d1	2026-05-21	08:34:42		Refrigerante H2oh 500ml Lim Zero Acúcar	4,19	FALSE
7d6b8ea0	2026-05-21	08:34:42		Refrigerante Antarctica 600ml Guaraná	4,68	FALSE
a7960893	2026-05-21	08:34:42		Refrigerante Antarctica Pet 2,5l Guaraná	8,98	FALSE
39b0cfb9	2026-05-21	08:34:42		Refrigerante Coca Cola 350ml	3,98	FALSE
67151cc7	2026-05-21	08:34:42		Refrigerante H2oh Limoneto 500ml	4,19	FALSE
660854a5	2026-05-21	08:34:42		Refrigerante Coca Cola 2,5l	12,98	FALSE
e79b7b5c	2026-05-21	08:34:42		Refrigerante Sukita Lata 350ml Uva	3,38	FALSE
150b13dc	2026-05-21	08:34:42		Refrigerante Sukita Lata 350ml	3,38	FALSE
6dbae5b0	2026-05-21	08:34:42		Refrigerante Sukita Limao Pet 2l	5,99	FALSE
2ce653bb	2026-05-21	08:34:42		Refrigerante Coca Cola 600ml	5,68	FALSE
c41ec283	2026-05-21	08:34:42		Refrigerante Pepsi Black Zero Açucar 350 Ml	3,38	FALSE
9073bc7c	2026-05-21	08:34:42		Refrigerante Fanta Laranja 2l	8,98	FALSE
b48a9e99	2026-05-21	08:34:42		Refrigerante Antarctica 2l Soda Limão	7,98	FALSE
cead70ec	2026-05-21	08:34:42		Refrigerante Sukita Pet Tubaina 2l	5,99	FALSE
